"ID1","ID2","name1","name2","group1","group2","1_item1_A","1_item1_B","1_item1_C","1_item2","1_item3_A","1_item3_B","1_item3_C","1_item3_D","1_item3_E","1_item4_A","1_item4_B","1_item4_C","1_item4_D","1_item5_A","1_item5_B","1_item5_C","1_item5_D","1_item5_E","1_item5_F","1_item5_G","1_item5_H","1_item5_I","1_item6_A","1_item6_B","1_item6_C","1_item6_D","1_item7","1_item8","1_item9_A","1_item9_B","1_item9_C","1_item9_D","1_item10","1_item11","1_item12_A","1_item12_B","1_item12_C","1_item12_D","1_item12_E","1_item13_A","1_item13_B","1_item13_C","1_item13_D","1_item13_E","1_item13_F","1_item14_A","1_item14_B","1_item14_C","1_item14_D","1_item15_A","1_item15_B","1_item15_C","1_item15_D","1_item16_A","1_item16_B","1_item16_C","1_item16_D","1_item17"," 2_item2"," 2_item3_A"," 2_item3_B"," 2_item3_C"," 2_item3_D"," 2_item4_A"," 2_item4_B"," 2_item4_C"," 2_item5_A"," 2_item5_B"," 2_item5_C"," 2_item5_D"," 2_item5_E"," 2_item5_F"," 2_item5_G"," 2_item6_A"," 2_item6_B"," 2_item6_C"," 2_item6_D"," 2_item7_A"," 2_item7_B"," 2_item7_C"," 2_item8"," 2_item9_A"," 2_item9_B"," 2_item9_C"," 2_item9_D"," 2_item9_E"," 2_item9_F"," 2_item9_G"," 2_item10"," 2_item11"," 2_item12_A"," 2_item12_B"," 2_item12_C"," 2_item12_D"," 2_item12_E"," 2_item13_A"," 2_item13_B"," 2_item13_C"," 2_item13_D"," 2_item13_E"," 2_item13_F"," 2_item13_G"," 2_item14_A"," 2_item14_B"," 2_item14_C"," 2_item14_D"," 2_item15_A"," 2_item15_B"," 2_item15_C"," 2_item15_D"," 2_item16_A"," 2_item16_B"," 2_item16_C"," 2_item16_D"," 2_item17_A"," 2_item17_B"," 2_item17_C"," 2_item17_D"," 2_item17_E"," 2_item17_F"," 2_item17_G"," 2_item17_H"," 2_item17_I"," 2_item17_J"," 2_item17_K"," 2_item17_L"," 2_item17_M"," 2_item17_N"," 2_item17_O"," 2_item17_P"," 2_item17_Q"," 2_item17_R"," 2_item17_S"," 2_item17_T"
"cm5l265sd00xjla084agm11a0","cm6p4jha401qpl708w5w9dtie","Hare610","Hare610",3,"1_S",1,3,2,"Serious research misconduct is rare relative to the amount of published research literature",5,3,5,4,2,4,2,3,3,4,5,1,2,5,1,4,5,2,4,2,3,3,"positive - it provides a route for speedy commentary when concerns are discovered","Moderately agree",3,1,4,2,"Agree","Agree",1,5,4,3,2,2,5,4,5,5,5,4,4,5,5,3,4,5,5,5,2,3,5,"Agree","Serious research misconduct is rare relative to the amount of published research literature",5,3,3,4,5,3,3,4,4,2,5,5,3,5,4,4,4,3,3,4,4,"Strongly agree",4,1,4,4,3,4,5,"Agree, but only if investigation found evidence of serious research misconduct","Strongly agree",3,2,4,4,5,2,2,4,4,5,5,1,4,5,5,5,3,3,5,5,5,1,2,5,2,2,3,5,4,5,2,4,4,5,4,4,1,2,4,4,1,5,5,5
"cm5l5gkso00lvmh08m3xsurkp","cm6p1jhg90079l708ps5w8928","Hedgehog162","Hedgehog162",1,"1_S",1,3,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",4,3,2,1,5,4,1,2,3,5,4,5,5,NA,1,4,2,3,4,4,5,5,"neither positive nor negative on balance","Strongly agree",4,4,4,1,"Agree","Agree",1,4,3,2,2,5,5,4,5,5,4,5,3,5,4,2,5,5,3,4,1,5,3,"Agree","Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,4,4,5,5,5,5,5,4,4,3,4,2,5,5,4,5,4,5,5,"Strongly agree",2,2,1,4,5,3,4,"Agree, regardless of outcome of investigation","Strongly agree",5,2,3,5,5,2,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,3,5,4,3,1,4,5,5,4,5,5,2,5,4,4,4,3,4,4,3,3,3,4
"cm5l41gj301ehla08fjfz59fv","cm6qthtx10005jp08u6imqjid","Heron910","Heron910",2,"3_O",2,1,3,"Serious research misconduct is already common enough to pose a major threat to the research literature",4,5,2,1,3,1,2,3,4,2,4,5,3,2,1,3,3,3,4,5,3,2,"predominantly negative - it makes it too easy for vexatious individuals to raise unwarranted complaints, often under the guise of anonymity ","Strongly agree",4,1,3,2,"Neutral","Agree",5,3,2,4,2,3,4,2,5,4,3,5,4,3,4,3,4,5,2,4,1,2,3,"Agree","Serious research misconduct is rare relative to the amount of published research literature",5,4,3,2,3,4,5,3,4,5,4,2,3,4,4,4,3,2,3,2,1,"Moderately agree",2,3,2,4,3,5,4,"Agree, but only if investigation found evidence of serious research misconduct","Agree",2,3,4,4,4,3,4,4,4,5,4,2,4,5,4,5,4,2,4,2,5,3,3,3,5,3,4,4,5,1,4,4,4,4,3,4,4,2,3,3,2,3,3,3
"cm5uvbv0m001rjp08mbl977fj","cm737wcpa005zjv08h7kokz84","Herring175","Herring175",1,"1_S",1,3,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",3,5,5,2,4,4,2,4,3,3,5,2,2,4,1,3,3,4,3,2,5,4,"positive - it provides a route for speedy commentary when concerns are discovered","Moderately agree",4,2,3,1,"Agree","Neutral",1,5,4,3,2,2,3,4,5,5,2,5,5,3,5,2,2,5,4,5,2,4,3,"Neutral","Serious research misconduct is already common enough to pose a major threat to the research literature",3,4,5,2,4,3,2,1,4,3,3,4,2,3,4,4,5,2,5,3,3,"Strongly agree",1,2,3,5,4,3,2,"Neutral","Neutral",5,1,3,4,5,1,4,5,4,5,3,2,5,4,5,3,2,2,4,5,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"cm5kyq083007xjg08u507pk1y",NA,"Hippopotamus141",NA,2,NA,2,3,2,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,4,2,1,3,3,1,2,4,3,2,4,4,5,2,3,4,5,2,3,5,4,"predominantly negative - it makes it too easy for vexatious individuals to raise unwarranted complaints, often under the guise of anonymity ","Moderately agree",4,2,1,3,"Agree","Neutral",3,1,1,2,1,4,4,3,4,5,5,5,4,3,4,4,2,1,3,3,2,3,4,"Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cm5ld5deg0087lh08ik2dovpx","cm6pfe5p00097le08nbthiuk0","Horse784","Horse784",1,"1_S",1,3,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,5,2,2,4,3,4,4,5,5,1,2,2,1,1,3,1,5,5,5,5,"neither positive nor negative on balance","Strongly agree",4,1,3,2,"Agree","Agree",3,2,4,1,5,5,5,5,5,5,3,5,5,2,3,5,5,5,5,5,1,2,1,"Agree","Serious research misconduct is already common enough to pose a major threat to the research literature",5,4,4,4,4,5,2,5,3,3,4,4,3,4,5,3,4,2,4,2,5,"Strongly agree",1,4,2,5,4,3,5,"Agree, but only if investigation found evidence of serious research misconduct","Strongly agree",5,1,1,3,5,2,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,2,2,4,2,2,3,5,4,1,3,3,5,5,2,2,4,5,5,1,1,5,4,5
"cm5v8sdhd00afl708uzqgmk1h","cm74o8az0002hl208paa7crwq","Hyena862","Hyena862",3,"2_R",3,2,1,"Serious research misconduct is rare relative to the amount of published research literature",5,4,4,4,5,4,2,2,4,NA,NA,3,NA,NA,NA,NA,NA,NA,3,3,4,3,"predominantly negative - it makes it too easy for vexatious individuals to raise unwarranted complaints, often under the guise of anonymity ","Neither agree nor disagree",1,3,1,3,"Agree","Disagree",1,3,3,4,5,2,4,NA,4,4,1,4,3,4,3,4,1,2,2,3,3,3,3,"Disagree","Serious research misconduct is rare relative to the amount of published research literature",5,4,4,4,5,2,4,NA,4,NA,NA,NA,NA,5,5,4,5,5,2,1,1,"Moderately disagree",5,1,5,1,1,2,1,"Agree, but only if investigation found evidence of serious research misconduct","Disagree",5,3,4,3,1,5,3,3,NA,4,4,1,5,3,3,5,5,1,3,1,3,2,3,2,1,1,4,4,2,4,3,4,4,4,4,4,1,1,2,4,3,2,1,3
"cm5s6w39h004vin08mp1dlj7p","cm6v0t6p800alib082q40x5n0","Ibis425","Ibis425",3,"3_O",3,2,1,"Serious research misconduct is rare relative to the amount of published research literature",5,3,1,2,4,1,1,3,4,5,3,3,5,2,2,3,2,1,1,1,4,5,"neither positive nor negative on balance","Moderately agree",4,1,2,4,"Disagree","Agree",1,4,3,2,5,2,5,2,4,4,1,5,5,4,4,4,5,2,1,5,2,5,4,"Neutral","Serious research misconduct is rare relative to the amount of published research literature",5,3,3,1,1,2,5,5,1,5,3,2,4,2,2,1,4,4,4,1,2,"Neither agree nor disagree",2,5,3,2,2,3,3,"Neutral","Agree",5,2,2,3,2,4,3,5,1,5,4,1,5,4,4,5,4,4,2,1,3,2,5,4,1,1,1,5,NA,5,5,5,4,4,3,5,4,1,5,4,4,1,1,1
"cm5l1kv40010tjg08fis7wvr5","cm71wj56t01jpkv08cf47yu2l","Iguana153","Iguana153",1,"1_S",2,1,3,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,4,4,3,4,4,2,3,4,5,5,4,5,4,2,3,4,4,4,3,5,4,"positive - it provides a route for speedy commentary when concerns are discovered","Moderately agree",4,3,2,1,"Agree","Agree",3,3,4,2,2,5,5,5,5,5,4,3,4,3,3,3,3,4,4,4,2,5,4,"Neutral","Serious research misconduct is already common enough to pose a major threat to the research literature",4,4,4,4,5,4,3,5,3,4,4,4,4,3,4,3,5,4,3,4,4,"Moderately agree",3,3,2,4,4,3,5,"Neutral","Agree",3,3,4,4,4,2,3,5,5,5,5,4,3,4,3,3,4,3,4,5,3,2,4,4,3,1,4,4,4,5,3,3,3,4,4,4,4,2,4,2,3,3,4,4
"cm60qfcbq006bjx082jwz1nen",NA,"Jackal570",NA,2,NA,3,2,1,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,3,3,3,5,3,1,2,4,5,4,2,2,3,1,2,2,3,3,2,5,4,"predominantly negative - it makes it too easy for vexatious individuals to raise unwarranted complaints, often under the guise of anonymity ","Moderately agree",1,3,2,4,"Agree","Agree",1,2,3,5,4,2,5,3,5,5,5,5,4,5,4,3,3,4,5,4,3,5,4,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cm5yb7hac00ujky08xjaqhj35","cm6scfyws00nvif08pnexexf1","Jaguar310","Jaguar310",3,"3_O",3,1,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,4,4,5,4,4,4,4,5,3,3,3,3,3,4,3,5,3,3,5,4,"neither positive nor negative on balance","Moderately agree",1,3,2,4,"Agree","Agree",2,4,5,1,3,2,5,4,5,5,5,3,3,4,4,3,4,5,5,2,2,3,1,"Neutral","Serious research misconduct is rare relative to the amount of published research literature",5,5,3,4,4,3,5,5,4,4,3,4,4,4,3,4,5,4,3,3,3,"Moderately agree",5,3,4,4,3,3,3,"Agree, but only if investigation found evidence of serious research misconduct","Agree",3,4,4,5,4,4,4,5,4,4,5,4,3,4,5,4,2,4,4,5,3,3,5,4,3,3,3,4,3,5,3,4,4,5,4,5,3,4,5,4,5,3,5,4
"cm5l83jwf008bjr08pn7n55vl","cm6p9mdjc00a3la08xvphws3b","Kangaroo445","Kangaroo445",1,"1_S",3,1,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",3,4,4,2,2,4,3,3,2,3,5,2,3,3,2,2,3,3,4,4,5,2,"positive - it provides a route for speedy commentary when concerns are discovered","Moderately agree",2,3,1,4,"Neutral","Neutral",3,1,2,3,4,5,4,3,4,4,2,4,3,3,3,1,1,4,5,5,3,4,4,"Agree","Serious research misconduct is already common enough to pose a major threat to the research literature",3,4,4,4,5,3,3,3,4,3,4,4,4,3,4,4,5,3,5,4,4,"Strongly agree",3,3,2,3,1,4,3,"Neutral","Agree",4,2,2,2,4,5,5,5,5,5,5,1,5,5,4,4,2,3,4,5,4,4,4,5,2,3,1,4,3,4,1,4,2,2,5,5,1,1,3,3,1,4,5,5
"cm5o5k6kc00ydla081vl2qr2b","cm6p87zp000tlkq08mm1pqx63","Koala962","Koala962",2,"2_R",3,1,2,"Serious research misconduct is rare relative to the amount of published research literature",3,5,4,3,3,3,2,3,4,4,1,3,4,1,2,2,2,3,2,1,5,4,"positive - it provides a route for speedy commentary when concerns are discovered","Moderately disagree",3,4,1,2,"Agree","Agree",2,1,3,5,4,4,5,4,4,3,2,4,4,3,4,4,2,3,4,2,1,4,2,"Agree","Serious research misconduct is rare relative to the amount of published research literature",4,5,3,2,3,5,4,5,2,4,3,2,3,2,4,2,4,5,5,2,2,"Moderately disagree",5,2,3,4,1,3,4,"Agree, but only if investigation found evidence of serious research misconduct","Strongly agree",4,5,3,1,2,2,3,5,4,5,4,2,4,3,3,2,5,4,3,4,3,2,2,2,3,3,2,5,4,3,2,2,1,3,4,5,4,2,4,2,3,2,5,4
"cm5l1j0ps00p3la08jbjoe5fh","cm6xu349g00ujgy08us9ktfpc","Lemming439","Lemming439",1,"3_O",1,2,3,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,4,2,5,3,1,4,2,5,5,5,4,3,1,5,3,3,4,3,5,5,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",1,3,4,2,"Agree","Agree",2,5,4,3,1,5,5,5,5,5,5,5,5,4,4,3,3,5,5,4,1,4,4,"Agree","Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,5,5,5,5,5,4,4,2,4,3,5,4,4,4,5,5,5,5,5,"Moderately disagree",2,3,2,3,3,4,4,"Agree, regardless of outcome of investigation","Strongly agree",5,1,4,3,4,1,5,5,4,5,5,5,5,4,4,5,2,3,5,4,4,3,3,4,5,4,5,4,3,2,4,4,4,3,3,4,4,3,3,2,2,3,5,4
"cm5l2ne8v0107la08oload7i3","cm6qjg6by01wvjj09y20t3sov","Lemur422","Lemur422",3,"3_O",3,2,2,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",4,5,4,3,5,2,3,4,4,3,5,5,4,5,2,5,3,2,5,5,5,4,"neither positive nor negative on balance","Moderately agree",2,1,1,2,"Neutral","Agree",1,1,3,2,2,5,4,3,3,4,2,4,5,5,3,5,3,2,1,5,3,4,2,"Neutral","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,4,5,3,5,4,5,5,3,2,3,5,4,4,3,3,4,4,3,1,2,"Neither agree nor disagree",5,4,5,5,5,2,3,"Neutral","Agree",3,5,5,4,4,3,5,5,2,4,5,3,4,5,5,3,5,4,2,1,5,4,4,3,5,4,5,5,4,2,3,3,3,3,4,4,3,2,3,4,4,3,4,5
"cm5l59n0k00glmh08yx2babvr","cm6um94p200gfla08w9cd1on9","Leopard98","Leopard98",2,"2_R",3,1,2,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,4,3,1,2,4,1,3,2,3,4,5,1,2,2,3,1,2,5,4,2,3,"positive - it provides a route for speedy commentary when concerns are discovered","Moderately agree",3,1,3,4,"Agree","Neutral",5,1,3,2,4,4,5,5,4,5,4,5,4,3,4,4,5,5,5,3,2,5,5,"Neutral","Serious research misconduct is rare relative to the amount of published research literature",5,4,2,1,5,4,1,2,1,5,3,3,2,1,4,1,5,3,5,3,5,"Moderately disagree",3,4,4,5,1,4,2,"Agree, but only if investigation found evidence of serious research misconduct","Agree",4,1,2,3,5,3,4,5,5,5,5,3,5,5,5,3,4,4,5,5,4,2,5,5,2,3,3,5,4,3,2,4,3,2,5,1,2,3,5,3,2,5,1,3
"cm617ik01000pl108zryjf1ql",NA,"Llama770",NA,1,NA,3,1,2,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,4,1,3,5,4,3,3,4,2,4,4,4,5,2,5,3,3,3,5,5,4,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",4,2,2,1,"Agree","Agree",1,4,3,2,1,4,4,5,5,5,5,5,5,5,3,4,4,5,5,5,2,3,3,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cm60tpb4u01q5jx08uftahyfi","cm6p4zd8k023vl708cio644s3","Lobster691","Lobster691",2,"2_R",1,2,3,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",3,3,4,5,4,4,3,2,4,4,4,4,4,4,3,3,4,4,5,5,5,4,"predominantly negative - it makes it too easy for vexatious individuals to raise unwarranted complaints, often under the guise of anonymity ","Moderately agree",2,4,1,3,"Agree","Agree",5,5,5,5,5,5,5,4,5,NA,5,5,5,5,5,5,5,4,5,4,4,4,5,"Agree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,5,3,4,3,4,"Moderately agree",4,3,4,3,4,4,4,"Agree, but only if investigation found evidence of serious research misconduct","Agree",3,4,4,4,4,5,4,5,3,5,4,4,3,4,4,5,4,4,4,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,5,4,5,5,5,4,4,4,5
"cm5qnq40f00s9l408i26jz75x","cm6yyxxau00fvla08oc5jh4wx","Lynx353","Lynx353",1,"1_S",2,3,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,4,1,5,4,3,4,4,2,5,3,4,5,2,2,3,1,5,4,5,1,"neither positive nor negative on balance","Strongly agree",4,2,3,1,"Agree","Agree",3,4,5,1,2,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,5,"Agree","Serious research misconduct is already common enough to pose a major threat to the research literature",5,4,5,2,5,5,2,2,5,2,2,4,1,3,5,5,5,2,5,5,5,"Moderately agree",3,5,4,5,4,5,5,"Agree, regardless of outcome of investigation","Strongly agree",5,4,4,5,5,3,3,3,5,5,5,3,5,5,5,4,3,5,5,5,5,1,3,5,4,4,2,5,4,3,2,4,5,5,4,4,4,3,5,3,4,4,4,5
"cm616ramm01g9la086t28m3jl",NA,"Mongoose675",NA,1,NA,2,2,3,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,5,3,5,4,3,3,4,4,4,5,5,4,3,5,5,3,5,5,5,4,"neither positive nor negative on balance","Strongly agree",3,4,3,3,"Agree","Agree",4,5,4,5,5,5,5,5,5,5,3,5,5,4,4,3,4,4,5,5,4,4,5,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cm5vhubdc000nlc08lekayzac",NA,"Monkey338",NA,3,NA,3,2,3,"Serious research misconduct is already common enough to pose a major threat to the research literature",3,4,3,4,3,4,3,4,4,3,4,2,3,NA,4,3,3,3,3,3,5,4,"positive - it provides a route for speedy commentary when concerns are discovered","Moderately agree",2,3,3,2,"Agree","Agree",2,3,3,2,2,3,5,5,5,5,5,3,4,5,5,5,4,5,5,4,4,3,4,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cm5pduugp01hfmk08ujuspy85",NA,"Moose83",NA,2,NA,1,1,1,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,"predominantly negative - it makes it too easy for vexatious individuals to raise unwarranted complaints, often under the guise of anonymity ","Neither agree nor disagree",3,3,3,4,"Neutral","Neutral",4,3,5,4,4,4,4,4,4,4,4,3,3,3,4,3,5,4,4,3,4,4,4,"Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cm5v6ppxs00ybmn088mbaqmlv","cm72431n400jbl408i9p0ee6r","Moth805","Moth805",1,"1_S",3,2,1,"Serious research misconduct is already common enough to pose a major threat to the research literature",4,5,5,3,5,3,2,4,3,5,4,4,4,3,4,4,2,3,5,3,5,2,"predominantly negative - it makes it too easy for vexatious individuals to raise unwarranted complaints, often under the guise of anonymity ","Moderately agree",4,3,1,2,"Agree","Neutral",1,4,3,5,2,3,5,3,5,5,3,5,3,4,4,4,3,4,2,4,4,5,3,"Agree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,4,4,4,5,4,4,4,5,3,4,3,4,4,5,5,4,3,3,1,2,"Moderately agree",4,1,5,3,1,4,3,"Agree, but only if investigation found evidence of serious research misconduct","Agree",5,3,3,2,4,1,4,5,4,4,5,2,5,4,5,4,5,3,4,3,5,3,5,5,5,3,5,4,1,2,5,4,4,4,2,5,3,3,5,4,5,2,3,4
"cm5lkakl800m7mk086afmrd0f","cm6rhyyi2004vju0843wxfh58","Muskrat190","Muskrat190",1,"1_S",3,1,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",3,5,5,4,5,4,2,3,4,4,5,2,1,5,1,4,4,4,4,5,5,5,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",4,2,3,1,"Agree","Agree",5,4,3,2,1,5,4,5,4,3,2,5,4,5,5,1,1,5,5,5,5,2,1,"Neutral","Serious research misconduct is already common enough to pose a major threat to the research literature",4,5,5,4,5,4,5,4,5,3,5,5,5,5,5,5,4,3,5,4,4,"Strongly agree",1,4,2,4,5,3,4,"Agree, regardless of outcome of investigation","Strongly agree",4,2,4,4,5,1,5,4,5,5,4,4,4,4,4,5,1,1,5,5,5,5,3,4,3,1,5,1,1,5,5,5,1,1,1,1,1,1,5,4,1,1,4,1
"cm5l3dc4l00bxif080sb3nek0","cm6p251er00fjl7081ufc90d0","Narwhal27","Narwhal27",3,"1_S",1,2,3,"Serious research misconduct is rare relative to the amount of published research literature",1,3,5,4,2,4,1,2,3,5,4,2,3,4,3,3,3,4,4,3,5,2,"neither positive nor negative on balance","Moderately agree",2,3,1,4,"Agree","Neutral",3,5,4,1,2,5,3,5,4,2,3,2,3,5,1,4,5,2,2,5,5,4,4,"Disagree","Serious research misconduct is already common enough to pose a major threat to the research literature",3,4,5,3,4,5,3,5,4,5,1,3,4,2,5,4,3,2,3,3,2,"Moderately agree",1,3,5,5,4,3,2,"Agree, but only if investigation found evidence of serious research misconduct","Agree",2,5,5,4,1,4,4,5,1,4,2,2,3,5,5,4,3,4,5,4,4,3,4,1,2,1,5,5,4,3,1,3,3,5,2,4,4,1,2,2,2,1,2,1
"cm5kx7ope000nme08037s7z4d","cm6yx5b9201eple08s1ugkl39","Ocelot100","Ocelot100",3,"3_O",3,2,1,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,4,4,3,5,4,2,3,4,5,4,3,5,5,2,4,4,2,4,4,5,5,"predominantly negative - it makes it too easy for vexatious individuals to raise unwarranted complaints, often under the guise of anonymity ","Neither agree nor disagree",1,2,4,3,"Agree","Agree",5,4,1,2,5,4,5,5,5,5,4,3,4,5,5,3,4,5,5,2,3,5,3,"Agree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,3,5,4,5,4,3,5,4,5,5,3,4,3,4,4,5,4,4,2,2,"Strongly agree",1,2,2,4,5,3,4,"Agree, but only if investigation found evidence of serious research misconduct","Strongly agree",5,1,4,3,5,1,4,5,4,5,5,5,3,3,5,4,2,2,5,5,2,2,4,3,4,3,4,5,2,2,4,2,4,3,4,2,5,4,5,2,3,4,5,2
"cm60ocy6n00a1k108z5c0kqnp","cm74lwm8g0149i908lkxi7e8q","Octopus456","Octopus456",2,"2_R",3,2,3,"Serious research misconduct is rare relative to the amount of published research literature",5,5,4,4,5,4,3,3,4,4,1,4,4,4,1,5,5,4,3,5,3,5,"neither positive nor negative on balance","Strongly disagree",4,1,3,2,"Agree","Agree",5,3,2,1,1,5,5,4,5,5,3,1,2,4,5,5,3,5,4,3,3,4,5,"Disagree","Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,5,5,5,4,5,5,4,4,5,3,5,5,4,4,4,5,3,3,4,"Strongly disagree",4,3,5,3,4,5,1,"Agree, regardless of outcome of investigation","Strongly agree",4,3,5,5,5,1,5,5,4,5,5,5,4,5,5,5,5,3,5,5,1,1,4,5,3,4,4,5,2,1,5,4,5,1,5,3,4,3,4,4,5,4,5,3
"cm5ky991p00n7me08pmsgpe35","cm6p2bqyl00ltl708uwi8y8gx","Okapi462","Okapi462",3,"3_O",1,2,3,"Serious research misconduct is rare relative to the amount of published research literature",5,5,3,3,4,3,4,3,4,3,4,5,5,5,3,5,5,4,5,4,5,4,"neither positive nor negative on balance","Strongly agree",1,3,2,4,"Agree","Agree",1,5,4,3,2,5,4,3,4,5,5,5,5,4,5,1,4,4,5,5,4,3,4,"Agree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,4,3,3,5,5,5,4,5,4,4,5,5,4,5,5,4,4,4,5,4,"Strongly agree",3,4,4,5,5,4,5,"Neutral","Strongly agree",4,3,4,5,5,2,3,4,4,5,5,5,4,5,5,5,4,4,5,5,5,4,5,4,4,4,5,4,2,3,5,4,4,3,5,5,5,5,NA,2,3,3,4,2
